winner,w_rank,w_pts,loser,l_rank,l_pts,winner_id,loser_id
Monaco J.,69.0,1130.0,Devilder N.,64.0,1144.0,410,213
Vassallo-Arguello M.,70.0,1126.0,Hernandez O.,72.0,1108.0,612,375
Capdeville P.,102.0,896.0,Schwank E.,52.0,1342.0,81,805
Gonzalez M.,113.0,809.0,Pashanski B.,166.0,496.0,221,687
Dabul B.,86.0,969.0,Junqueira D.,76.0,1086.0,112,424
Cuevas P.,171.0,475.0,Lapentti N.,83.0,988.0,111,507
Decoud S.,173.0,472.0,Fognini F.,91.0,941.0,128,282
Bellucci T.,84.0,988.0,Brzezicki J.P.,194.0,416.0,44,123
Calleri A.,71.0,1110.0,Massu N.,81.0,1010.0,79,566
Cuevas P.,171.0,475.0,Montanes A.,40.0,1574.0,111,613
Monaco J.,69.0,1130.0,Starace P.,66.0,1138.0,410,858
Capdeville P.,102.0,896.0,Gimeno-Traver D.,89.0,946.0,81,312
Gonzalez F.,18.0,2600.0,Gonzalez M.,113.0,809.0,220,330
Decoud S.,173.0,472.0,Calleri A.,71.0,1110.0,128,132
Robredo T.,19.0,2500.0,Dabul B.,86.0,969.0,499,179
Chela J.I.,147.0,590.0,Vassallo-Arguello M.,70.0,1126.0,94,930
Acasuso J.,46.0,1446.0,Bellucci T.,84.0,988.0,1,77
Robredo T.,19.0,2500.0,Chela J.I.,147.0,590.0,499,152
Acasuso J.,46.0,1446.0,Decoud S.,173.0,472.0,1,197
Cuevas P.,171.0,475.0,Capdeville P.,102.0,896.0,111,134
Gonzalez F.,18.0,2600.0,Monaco J.,69.0,1130.0,220,611
Acasuso J.,46.0,1446.0,Robredo T.,19.0,2500.0,1,751
Gonzalez F.,18.0,2600.0,Cuevas P.,171.0,475.0,220,178
Gonzalez F.,18.0,2600.0,Acasuso J.,46.0,1446.0,220,1
Veic A.,255.0,282.0,Canas G.,68.0,1131.0,615,133
Cilic M.,22.0,2330.0,Clement A.,80.0,1033.0,97,162
Gabashvili T.,59.0,1216.0,Youzhny M.,62.0,1180.0,192,982
Ljubicic I.,48.0,1411.0,Rochus C.,75.0,1096.0,355,753
Serra F.,57.0,1279.0,Gicquel M.,54.0,1308.0,541,309
Stakhovsky S.,82.0,991.0,Hrbaty D.,209.0,372.0,568,387
Troicki V.,49.0,1400.0,Bolelli S.,37.0,1611.0,594,102
Dodig I.,425.0,144.0,Andreev I.,21.0,2430.0,149,26
Hernych J.,78.0,1060.0,Mektic N.,556.0,88.0,253,583
Korolev E.,115.0,808.0,Melzer J.,32.0,1772.0,312,587
Ancic M.,29.0,1895.0,Lacko L.,352.0,190.0,11,499
Gulbis E.,45.0,1473.0,Tursunov D.,30.0,1892.0,234,909
Karlovic I.,25.0,2190.0,Petzschner P.,67.0,1138.0,287,699
Zverev M.,79.0,1040.0,Seppi A.,33.0,1760.0,661,809
Hanescu V.,41.0,1566.0,Zovko L.,769.0,40.0,242,1005
Mathieu P.H.,34.0,1745.0,Karanusic R.,88.0,953.0,384,428
Veic A.,255.0,282.0,Korolev E.,115.0,808.0,615,468
Cilic M.,22.0,2330.0,Serra F.,57.0,1279.0,97,812
Troicki V.,49.0,1400.0,Ljubicic I.,48.0,1411.0,594,528
Hernych J.,78.0,1060.0,Mathieu P.H.,34.0,1745.0,253,568
Dodig I.,425.0,144.0,Gulbis E.,45.0,1473.0,149,350
Zverev M.,79.0,1040.0,Hanescu V.,41.0,1566.0,661,363
Stakhovsky S.,82.0,991.0,Karlovic I.,25.0,2190.0,568,430
Ancic M.,29.0,1895.0,Gabashvili T.,59.0,1216.0,11,288
Troicki V.,49.0,1400.0,Stakhovsky S.,82.0,991.0,594,857
Hernych J.,78.0,1060.0,Zverev M.,79.0,1040.0,253,1008
Cilic M.,22.0,2330.0,Veic A.,255.0,282.0,97,935
Ancic M.,29.0,1895.0,Dodig I.,425.0,144.0,11,223
Cilic M.,22.0,2330.0,Troicki V.,49.0,1400.0,97,899
Ancic M.,29.0,1895.0,Hernych J.,78.0,1060.0,11,378
Cilic M.,22.0,2330.0,Ancic M.,29.0,1895.0,97,21
Martin A.,93.0,936.0,Lapentti N.,85.0,988.0,380,507
Granollers M.,47.0,1439.0,Saretta F.,543.0,90.0,224,793
Schwank E.,52.0,1342.0,Junqueira D.,77.0,1086.0,535,424
Almagro N.,18.0,2620.0,Hocevar R.,161.0,527.0,6,382
Vassallo-Arguello M.,69.0,1134.0,Massu N.,83.0,1010.0,612,566
Ferrero J.C.,101.0,900.0,Montanes A.,42.0,1574.0,183,613
Cuevas P.,149.0,577.0,Hernandez O.,74.0,1108.0,111,375
Gil F.,86.0,982.0,Andujar P.,96.0,924.0,207,29
Dabul B.,87.0,973.0,Capdeville P.,94.0,935.0,112,134
Machado R.,151.0,562.0,Navarro-Pastor I.,75.0,1108.0,366,648
Robredo T.,19.0,2510.0,Alves T.,125.0,736.0,499,19
Devilder N.,64.0,1144.0,Silva D.,263.0,274.0,141,822
Acasuso J.,41.0,1580.0,Monaco J.,68.0,1135.0,1,611
Bellucci T.,84.0,1008.0,Starace P.,66.0,1138.0,44,858
Fognini F.,92.0,941.0,Zampieri C.,255.0,280.0,187,985
Kubot L.,197.0,410.0,Gimeno-Traver D.,44.0,1490.0,324,312
Robredo T.,19.0,2510.0,Fognini F.,92.0,941.0,499,282
Ferrero J.C.,101.0,900.0,Dabul B.,87.0,973.0,183,179
Schwank E.,52.0,1342.0,Machado R.,151.0,562.0,535,546
Almagro N.,18.0,2620.0,Vassallo-Arguello M.,69.0,1134.0,6,930
Acasuso J.,41.0,1580.0,Cuevas P.,149.0,577.0,1,178
Bellucci T.,84.0,1008.0,Kubot L.,197.0,410.0,44,481
Martin A.,93.0,936.0,Devilder N.,64.0,1144.0,380,213
Gil F.,86.0,982.0,Granollers M.,47.0,1439.0,207,335
Acasuso J.,41.0,1580.0,Schwank E.,52.0,1342.0,1,805
Robredo T.,19.0,2510.0,Martin A.,93.0,936.0,499,563
Bellucci T.,84.0,1008.0,Ferrero J.C.,101.0,900.0,44,275
Gil F.,86.0,982.0,Almagro N.,18.0,2620.0,207,15
Robredo T.,19.0,2510.0,Acasuso J.,41.0,1580.0,499,1
Bellucci T.,84.0,1008.0,Gil F.,86.0,982.0,44,311
Robredo T.,19.0,2510.0,Bellucci T.,84.0,1008.0,499,77
Tursunov D.,30.0,1892.0,Clement A.,81.0,1033.0,599,162
Benneteau J.,50.0,1368.0,Lopez F.,29.0,1950.0,47,533
Youzhny M.,62.0,1180.0,Recouderc L.,189.0,425.0,648,734
Davydenko N.,5.0,5030.0,Andreev I.,22.0,2430.0,119,26
Seppi A.,36.0,1630.0,De Bakker T.,242.0,306.0,538,188
Dimitrov G.,490.0,107.0,Berdych T.,23.0,2280.0,145,83
Ferrer D.,14.0,2980.0,Melzer J.,32.0,1772.0,182,587
Monfils G.,12.0,3190.0,Bohli S.,154.0,548.0,411,101
Murray A.,4.0,7360.0,Ljubicic I.,48.0,1415.0,425,528
Mathieu P.H.,33.0,1745.0,Gasquet R.,26.0,2120.0,384,301
Simon G.,8.0,4170.0,Kohlschreiber P.,38.0,1600.0,548,460
Ancic M.,28.0,2000.0,Schuettler R.,31.0,1814.0,11,803
Llodra M.,51.0,1350.0,Karlovic I.,25.0,2190.0,356,430
Gicquel M.,55.0,1308.0,Korolev E.,112.0,828.0,206,468
Tsonga J.W.,13.0,3160.0,Huta Galung J.,177.0,470.0,598,391
Nadal R.,1.0,14260.0,Bolelli S.,37.0,1611.0,427,102
Youzhny M.,62.0,1180.0,Ferrer D.,14.0,2980.0,648,274
Benneteau J.,50.0,1368.0,Davydenko N.,5.0,5030.0,47,186
Ancic M.,28.0,2000.0,Simon G.,8.0,4170.0,11,827
Gicquel M.,55.0,1308.0,Mathieu P.H.,33.0,1745.0,206,568
Monfils G.,12.0,3190.0,Llodra M.,51.0,1350.0,411,529
Murray A.,4.0,7360.0,Seppi A.,36.0,1630.0,425,809
Nadal R.,1.0,14260.0,Dimitrov G.,490.0,107.0,427,218
Tsonga J.W.,13.0,3160.0,Tursunov D.,30.0,1892.0,598,909
Ancic M.,28.0,2000.0,Youzhny M.,62.0,1180.0,11,982
Murray A.,4.0,7360.0,Gicquel M.,55.0,1308.0,425,309
Nadal R.,1.0,14260.0,Tsonga J.W.,13.0,3160.0,427,907
Monfils G.,12.0,3190.0,Benneteau J.,50.0,1368.0,411,81
Murray A.,4.0,7360.0,Ancic M.,28.0,2000.0,425,21
Nadal R.,1.0,14260.0,Monfils G.,12.0,3190.0,427,612
Murray A.,4.0,7360.0,Nadal R.,1.0,14260.0,425,637
Serra F.,57.0,1279.0,Nieminen J.,60.0,1210.0,541,656
Rochus C.,76.0,1096.0,Kunitsyn I.,43.0,1530.0,501,488
Stepanek R.,21.0,2440.0,Meffert D.,266.0,272.0,573,580
Dent T.,662.0,58.0,Reynolds B.,63.0,1146.0,140,742
Haas T.,65.0,1140.0,Poerschke L.,586.0,80.0,237,706
Nishikori K.,56.0,1281.0,Muller G.,79.0,1062.0,437,627
Gremelmayr D.,97.0,922.0,Karanusic R.,89.0,953.0,226,428
Guccione C.,132.0,693.0,Canas G.,71.0,1131.0,232,133
Gulbis E.,45.0,1473.0,Mello R.,174.0,474.0,234,585
Widom T.,270.0,269.0,Ginepri R.,44.0,1490.0,636,313
Roddick A.,6.0,4510.0,Ryderstedt M.,368.0,180.0,503,774
Fish M.,24.0,2270.0,Hewitt L.,107.0,855.0,186,379
Isner J.,139.0,635.0,Delgado R.,277.0,264.0,265,205
Querrey S.,34.0,1720.0,Baghdatis M.,82.0,1025.0,479,47
Del Potro J.M.,7.0,4350.0,Stoppini A.,209.0,381.0,132,864
Blake J.,11.0,3230.0,Spadea V.,108.0,849.0,56,855
Stepanek R.,21.0,2440.0,Guccione C.,132.0,693.0,573,348
Haas T.,65.0,1140.0,Rochus C.,76.0,1096.0,237,753
Widom T.,270.0,269.0,Dent T.,662.0,58.0,636,211
Fish M.,24.0,2270.0,Isner J.,139.0,635.0,186,399
Querrey S.,34.0,1720.0,Gremelmayr D.,97.0,922.0,479,340
Blake J.,11.0,3230.0,Serra F.,57.0,1279.0,56,812
Del Potro J.M.,7.0,4350.0,Nishikori K.,56.0,1281.0,132,660
Roddick A.,6.0,4510.0,Gulbis E.,45.0,1473.0,503,350
Fish M.,24.0,2270.0,Del Potro J.M.,7.0,4350.0,186,203
Blake J.,11.0,3230.0,Querrey S.,34.0,1720.0,56,720
Roddick A.,6.0,4510.0,Haas T.,65.0,1140.0,503,353
Stepanek R.,21.0,2440.0,Widom T.,270.0,269.0,573,967
Stepanek R.,21.0,2440.0,Roddick A.,6.0,4510.0,573,755
Fish M.,24.0,2270.0,Blake J.,11.0,3230.0,186,94
Stepanek R.,21.0,2440.0,Fish M.,24.0,2270.0,573,279
Chela J.I.,136.0,635.0,Martin A.,85.0,963.0,94,563
Dabul B.,84.0,973.0,Devilder N.,63.0,1164.0,112,213
Nalbandian D.,10.0,3395.0,Lapentti G.,213.0,366.0,430,506
Ferrero J.C.,93.0,915.0,Calleri A.,70.0,1130.0,183,132
Monaco J.,67.0,1135.0,Roitman S.,101.0,866.0,410,760
Junqueira D.,75.0,1086.0,Massu N.,82.0,1010.0,283,566
Fognini F.,113.0,811.0,Andujar P.,91.0,924.0,187,29
Granollers M.,44.0,1439.0,Bellucci T.,64.0,1158.0,224,77
Acasuso J.,35.0,1640.0,Munoz de La Nava D.,182.0,454.0,1,630
Hernandez O.,77.0,1054.0,Almagro N.,23.0,2315.0,252,15
Ferreiro F.,192.0,424.0,Navarro-Pastor I.,74.0,1088.0,181,648
Robredo T.,17.0,2670.0,Starace P.,65.0,1138.0,499,858
Cuevas P.,144.0,597.0,Schwank E.,53.0,1297.0,111,805
Gonzalez M.,108.0,841.0,Moya C.,49.0,1370.0,221,624
Vassallo-Arguello M.,66.0,1138.0,Montanes A.,40.0,1574.0,612,613
Gimeno-Traver D.,51.0,1350.0,Gaudio G.,1094.0,13.0,208,303
Ferreiro F.,192.0,424.0,Cuevas P.,144.0,597.0,181,178
