winner,loser,round,comment,best_of,tournament,winner_id,loser_id,tournament_id
Tsitsipas S.,Opelka R.,Quarterfinals,Retired,3,Western & Southern Financial Group Masters,597,678,168
Raonic M.,Krajinovic F.,Quarterfinals,Completed,3,Western & Southern Financial Group Masters,488,475,168
Raonic M.,Tsitsipas S.,Semifinals,Completed,3,Western & Southern Financial Group Masters,488,906,168
Djokovic N.,Bautista Agut R.,Semifinals,Completed,3,Western & Southern Financial Group Masters,147,67,168
Djokovic N.,Raonic M.,The Final,Completed,3,Western & Southern Financial Group Masters,147,733,168
Hurkacz H.,Sousa J.,1st Round,Completed,3,Generali Open,261,852,66
Ofner S.,Albot R.,1st Round,Completed,3,Generali Open,445,10,66
Kecmanovic M.,Nishikori K.,1st Round,Completed,3,Generali Open,289,660,66
Pella G.,Nishioka Y.,1st Round,Completed,3,Generali Open,463,661,66
Hanfmann Y.,Bublik A.,1st Round,Completed,3,Generali Open,243,125,66
Huesler M.A.,Ruusuvuori E.,1st Round,Completed,3,Generali Open,259,773,66
Sinner J.,Kohlschreiber P.,1st Round,Completed,3,Generali Open,549,460,66
Delbonis F.,Londero J.I.,1st Round,Completed,3,Generali Open,133,532,66
Thompson J.,Millman J.,1st Round,Completed,3,Generali Open,587,597,66
Marterer M.,Novak D.,1st Round,Completed,3,Generali Open,377,664,66
Djere L.,Ramos-Vinolas A.,1st Round,Completed,3,Generali Open,146,732,66
Lopez F.,Herbert P.H.,1st Round,Completed,3,Generali Open,358,374,66
Hanfmann Y.,Lajovic D.,2nd Round,Completed,3,Generali Open,243,501,66
Marterer M.,Hurkacz H.,2nd Round,Completed,3,Generali Open,377,390,66
Delbonis F.,Basilashvili N.,2nd Round,Completed,3,Generali Open,133,64,66
Djere L.,Sinner J.,2nd Round,Completed,3,Generali Open,146,830,66
Kecmanovic M.,Thompson J.,2nd Round,Completed,3,Generali Open,289,886,66
Schwartzman D.,Ofner S.,2nd Round,Completed,3,Generali Open,536,670,66
Lopez F.,Pella G.,2nd Round,Completed,3,Generali Open,358,696,66
Huesler M.A.,Fognini F.,2nd Round,Completed,3,Generali Open,259,282,66
Hanfmann Y.,Marterer M.,Quarterfinals,Completed,3,Generali Open,243,560,66
Djere L.,Schwartzman D.,Quarterfinals,Completed,3,Generali Open,146,806,66
Kecmanovic M.,Delbonis F.,Quarterfinals,Completed,3,Generali Open,289,204,66
Huesler M.A.,Lopez F.,Quarterfinals,Completed,3,Generali Open,259,533,66
Hanfmann Y.,Djere L.,Semifinals,Completed,3,Generali Open,243,219,66
Kecmanovic M.,Huesler M.A.,Semifinals,Completed,3,Generali Open,289,388,66
Kecmanovic M.,Hanfmann Y.,The Final,Completed,3,Generali Open,289,364,66
Thompson J.,Travaglia S.,1st Round,Completed,5,US Open,587,896,162
Coric B.,Andujar P.,1st Round,Completed,5,US Open,106,29,162
Davidovich Fokina A.,Novak D.,1st Round,Completed,5,US Open,118,664,162
Coria F.,Jung J.,1st Round,Retired,5,US Open,104,423,162
Gerasimov E.,Lajovic D.,1st Round,Completed,5,US Open,203,501,162
Londero J.I.,Donskoy E.,1st Round,Completed,5,US Open,357,230,162
Norrie C.,Schwartzman D.,1st Round,Completed,5,US Open,440,806,162
Shapovalov D.,Korda S.,1st Round,Completed,5,US Open,543,467,162
Mannarino A.,Sonego L.,1st Round,Completed,5,US Open,373,850,162
Zverev A.,Anderson K.,1st Round,Completed,5,US Open,660,23,162
Carreno Busta P.,Uchiyama Y.,1st Round,Completed,5,US Open,83,911,162
Sock J.,Cuevas P.,1st Round,Completed,5,US Open,557,178,162
Hurkacz H.,Gojowczyk P.,1st Round,Completed,5,US Open,261,319,162
Simon G.,Safwat M.,1st Round,Completed,5,US Open,548,782,162
Krueger M.,Sousa P.,1st Round,Completed,5,US Open,322,853,162
Nakashima B.,Lorenzi P.,1st Round,Completed,5,US Open,429,538,162
Tsitsipas S.,Ramos-Vinolas A.,1st Round,Completed,5,US Open,597,732,162
Cressy M.,Kovalik J.,1st Round,Completed,5,US Open,108,472,162
Fritz T.,Koepfer D.,1st Round,Completed,5,US Open,190,459,162
Giron M.,Polmans M.,1st Round,Completed,5,US Open,211,708,162
Kukushkin M.,Balazs A.,1st Round,Completed,5,US Open,328,52,162
Kwon S.W.,Kwiatkowski T.S.,1st Round,Completed,5,US Open,335,494,162
Berankis R.,Gaio F.,1st Round,Completed,5,US Open,48,289,162
Edmund K.,Bublik A.,1st Round,Completed,5,US Open,163,125,162
Johnson S.,Isner J.,1st Round,Completed,5,US Open,277,399,162
Goffin D.,Opelka R.,1st Round,Completed,5,US Open,213,678,162
Krajinovic F.,Ymer M.,1st Round,Completed,5,US Open,318,980,162
Harris L.,Cecchinato M.,1st Round,Completed,5,US Open,245,142,162
Djokovic N.,Dzumhur D.,1st Round,Completed,5,US Open,147,240,162
Struff J.L.,Martinez P.,1st Round,Completed,5,US Open,576,565,162
Garin C.,Blanch U.,1st Round,Completed,5,US Open,199,96,162
Mmoh M.,Sousa J.,1st Round,Completed,5,US Open,407,852,162
Kuznetsov An.,Querrey S.,1st Round,Completed,5,US Open,334,720,162
Murray A.,Nishioka Y.,1st Round,Completed,5,US Open,425,661,162
Ruud C.,Mcdonald M.,1st Round,Completed,5,US Open,516,575,162
Nagal S.,Klahn B.,1st Round,Completed,5,US Open,428,450,162
Ruusuvuori E.,Bedene A.,1st Round,Completed,5,US Open,517,72,162
Khachanov K.,Sinner J.,1st Round,Completed,5,US Open,291,830,162
Thiem D.,Munar J.,1st Round,Retired,5,US Open,586,628,162
Auger-Aliassime F.,Monteiro T.,1st Round,Completed,5,US Open,21,616,162
Cilic M.,Kudla D.,1st Round,Completed,5,US Open,97,482,162
Rublev A.,Chardy J.,1st Round,Completed,5,US Open,512,151,162
Barrere G.,Daniel T.,1st Round,Completed,5,US Open,32,182,162
Gombos N.,Albot R.,1st Round,Completed,5,US Open,216,10,162
Evans D.,Seyboth Wild T.,1st Round,Completed,5,US Open,176,814,162
Pospisil V.,Kohlschreiber P.,1st Round,Completed,5,US Open,473,460,162
Wolf J.J.,Pella G.,1st Round,Completed,5,US Open,640,696,162
Carballes Baena R.,Lopez F.,1st Round,Completed,5,US Open,82,533,162
Bautista Agut R.,Sandgren T.,1st Round,Completed,5,US Open,38,790,162
Kecmanovic M.,Mager G.,1st Round,Completed,5,US Open,289,548,162
Raonic M.,Mayer L.,1st Round,Completed,5,US Open,488,572,162
Moutet C.,Vesely J.,1st Round,Completed,5,US Open,418,942,162
Dimitrov G.,Paul T.,1st Round,Completed,5,US Open,145,690,162
O Connell C.,Djere L.,1st Round,Completed,5,US Open,443,219,162
Fucsovics M.,Dellien H.,1st Round,Completed,5,US Open,191,209,162
Escobedo E.,Majchrzak K.,1st Round,Completed,5,US Open,171,550,162
Gasquet R.,Karlovic I.,1st Round,Completed,5,US Open,200,430,162
Tiafoe F.,Seppi A.,1st Round,Completed,5,US Open,588,809,162
De Minaur A.,Martin A.,1st Round,Completed,5,US Open,125,563,162
Berrettini M.,Soeda G.,1st Round,Completed,5,US Open,53,849,162
Caruso S.,Duckworth J.,1st Round,Completed,5,US Open,85,234,162
Millman J.,Basilashvili N.,1st Round,Completed,5,US Open,401,64,162
Humbert U.,Sugita Y.,1st Round,Completed,5,US Open,260,870,162
Medvedev D.,Delbonis F.,1st Round,Completed,5,US Open,391,204,162
Krajinovic F.,Giron M.,2nd Round,Completed,5,US Open,318,315,162
Kukushkin M.,Garin C.,2nd Round,Completed,5,US Open,328,299,162
Zverev A.,Nakashima B.,2nd Round,Completed,5,US Open,660,640,162
Thompson J.,Gerasimov E.,2nd Round,Completed,5,US Open,587,305,162
Goffin D.,Harris L.,2nd Round,Completed,5,US Open,213,367,162
Struff J.L.,Mmoh M.,2nd Round,Completed,5,US Open,576,605,162
Djokovic N.,Edmund K.,2nd Round,Completed,5,US Open,147,246,162
Mannarino A.,Sock J.,2nd Round,Completed,5,US Open,373,846,162
Davidovich Fokina A.,Hurkacz H.,2nd Round,Completed,5,US Open,118,390,162
Norrie C.,Coria F.,2nd Round,Completed,5,US Open,440,168,162
Carreno Busta P.,Krueger M.,2nd Round,Completed,5,US Open,83,479,162
Fritz T.,Simon G.,2nd Round,Completed,5,US Open,190,827,162
Coric B.,Londero J.I.,2nd Round,Completed,5,US Open,106,532,162
Berankis R.,Johnson S.,2nd Round,Completed,5,US Open,48,415,162
Shapovalov D.,Kwon S.W.,2nd Round,Completed,5,US Open,543,495,162
Tsitsipas S.,Cressy M.,2nd Round,Completed,5,US Open,597,174,162
Bautista Agut R.,Kecmanovic M.,2nd Round,Completed,5,US Open,38,433,162
De Minaur A.,Gasquet R.,2nd Round,Completed,5,US Open,125,301,162
Khachanov K.,Kuznetsov An.,2nd Round,Completed,5,US Open,291,493,162
Cilic M.,Gombos N.,2nd Round,Completed,5,US Open,97,322,162
Rublev A.,Barrere G.,2nd Round,Completed,5,US Open,512,58,162
Caruso S.,Escobedo E.,2nd Round,Completed,5,US Open,85,259,162
Ruud C.,Ruusuvuori E.,2nd Round,Retired,5,US Open,516,773,162
Pospisil V.,Raonic M.,2nd Round,Completed,5,US Open,473,733,162
Thiem D.,Nagal S.,2nd Round,Completed,5,US Open,586,639,162
Wolf J.J.,Carballes Baena R.,2nd Round,Completed,5,US Open,640,135,162
Fucsovics M.,Dimitrov G.,2nd Round,Completed,5,US Open,191,218,162
Tiafoe F.,Millman J.,2nd Round,Completed,5,US Open,588,597,162
Berrettini M.,Humbert U.,2nd Round,Completed,5,US Open,53,389,162
Medvedev D.,O Connell C.,2nd Round,Completed,5,US Open,391,666,162
Auger-Aliassime F.,Murray A.,2nd Round,Completed,5,US Open,21,633,162
Moutet C.,Evans D.,2nd Round,Completed,5,US Open,418,265,162
Davidovich Fokina A.,Norrie C.,3rd Round,Completed,5,US Open,118,663,162
Goffin D.,Krajinovic F.,3rd Round,Completed,5,US Open,213,475,162
Thompson J.,Kukushkin M.,3rd Round,Completed,5,US Open,587,486,162
Carreno Busta P.,Berankis R.,3rd Round,Completed,5,US Open,83,82,162
Shapovalov D.,Fritz T.,3rd Round,Completed,5,US Open,543,286,162
Zverev A.,Mannarino A.,3rd Round,Completed,5,US Open,660,553,162
Djokovic N.,Struff J.L.,3rd Round,Completed,5,US Open,147,868,162
Coric B.,Tsitsipas S.,3rd Round,Completed,5,US Open,106,906,162
Rublev A.,Caruso S.,3rd Round,Completed,5,US Open,512,139,162
Medvedev D.,Wolf J.J.,3rd Round,Completed,5,US Open,391,971,162
Pospisil V.,Bautista Agut R.,3rd Round,Completed,5,US Open,473,67,162
De Minaur A.,Khachanov K.,3rd Round,Completed,5,US Open,125,436,162
Berrettini M.,Ruud C.,3rd Round,Completed,5,US Open,53,772,162
Auger-Aliassime F.,Moutet C.,3rd Round,Completed,5,US Open,21,623,162
Tiafoe F.,Fucsovics M.,3rd Round,Completed,5,US Open,588,287,162
Thiem D.,Cilic M.,3rd Round,Completed,5,US Open,586,158,162
Zverev A.,Davidovich Fokina A.,4th Round,Completed,5,US Open,660,185,162
Carreno Busta P.,Djokovic N.,4th Round,Disqualified,5,US Open,83,221,162
Coric B.,Thompson J.,4th Round,Completed,5,US Open,106,886,162
Shapovalov D.,Goffin D.,4th Round,Completed,5,US Open,543,317,162
De Minaur A.,Pospisil V.,4th Round,Completed,5,US Open,125,712,162
Thiem D.,Auger-Aliassime F.,4th Round,Completed,5,US Open,586,41,162
Rublev A.,Berrettini M.,4th Round,Completed,5,US Open,512,87,162
Medvedev D.,Tiafoe F.,4th Round,Completed,5,US Open,391,887,162
Zverev A.,Coric B.,Quarterfinals,Completed,5,US Open,660,170,162
Carreno Busta P.,Shapovalov D.,Quarterfinals,Completed,5,US Open,83,816,162
Medvedev D.,Rublev A.,Quarterfinals,Completed,5,US Open,391,768,162
Thiem D.,De Minaur A.,Quarterfinals,Completed,5,US Open,586,193,162
Zverev A.,Carreno Busta P.,Semifinals,Completed,5,US Open,660,136,162
Thiem D.,Medvedev D.,Semifinals,Completed,5,US Open,586,579,162
Thiem D.,Zverev A.,The Final,Completed,5,US Open,586,1007,162
Krajinovic F.,Auger-Aliassime F.,1st Round,Completed,3,Internazionali BNL d'Italia,318,41,83
Ruud C.,Khachanov K.,1st Round,Completed,3,Internazionali BNL d'Italia,516,436,83
Dimitrov G.,Mager G.,1st Round,Completed,3,Internazionali BNL d'Italia,145,548,83
Cilic M.,Bublik A.,1st Round,Completed,3,Internazionali BNL d'Italia,97,125,83
Coric B.,Garin C.,1st Round,Completed,3,Internazionali BNL d'Italia,106,299,83
Sonego L.,Basilashvili N.,1st Round,Completed,3,Internazionali BNL d'Italia,561,64,83
Humbert U.,Anderson K.,1st Round,Completed,3,Internazionali BNL d'Italia,260,23,83
Hurkacz H.,Evans D.,1st Round,Completed,3,Internazionali BNL d'Italia,261,265,83
Nishikori K.,Ramos-Vinolas A.,1st Round,Completed,3,Internazionali BNL d'Italia,437,732,83
Sinner J.,Paire B.,1st Round,Completed,3,Internazionali BNL d'Italia,549,685,83
Travaglia S.,Fritz T.,1st Round,Completed,3,Internazionali BNL d'Italia,592,286,83
Rublev A.,Bagnis F.,1st Round,Completed,3,Internazionali BNL d'Italia,512,48,83
Millman J.,Sousa J.,1st Round,Completed,3,Internazionali BNL d'Italia,401,852,83
Coria F.,Struff J.L.,1st Round,Completed,3,Internazionali BNL d'Italia,104,868,83
Koepfer D.,De Minaur A.,1st Round,Completed,3,Internazionali BNL d'Italia,305,193,83
Caruso S.,Sandgren T.,1st Round,Completed,3,Internazionali BNL d'Italia,85,790,83
Martinez P.,Querrey S.,1st Round,Completed,3,Internazionali BNL d'Italia,381,720,83
Lajovic D.,Davidovich Fokina A.,1st Round,Completed,3,Internazionali BNL d'Italia,339,185,83
Shapovalov D.,Pella G.,1st Round,Completed,3,Internazionali BNL d'Italia,543,696,83
Nishioka Y.,Kecmanovic M.,1st Round,Completed,3,Internazionali BNL d'Italia,438,433,83
Cecchinato M.,Edmund K.,1st Round,Completed,3,Internazionali BNL d'Italia,87,246,83
Raonic M.,Mannarino A.,1st Round,Completed,3,Internazionali BNL d'Italia,488,553,83
Musetti L.,Wawrinka S.,1st Round,Completed,3,Internazionali BNL d'Italia,426,962,83
Berrettini M.,Coria F.,2nd Round,Completed,3,Internazionali BNL d'Italia,53,168,83
Cilic M.,Goffin D.,2nd Round,Completed,3,Internazionali BNL d'Italia,97,317,83
Travaglia S.,Coric B.,2nd Round,Completed,3,Internazionali BNL d'Italia,592,170,83
Djokovic N.,Caruso S.,2nd Round,Completed,3,Internazionali BNL d'Italia,147,139,83
Sinner J.,Tsitsipas S.,2nd Round,Completed,3,Internazionali BNL d'Italia,549,906,83
Krajinovic F.,Cecchinato M.,2nd Round,Completed,3,Internazionali BNL d'Italia,318,142,83
Dimitrov G.,Nishioka Y.,2nd Round,Completed,3,Internazionali BNL d'Italia,145,661,83
Nadal R.,Carreno Busta P.,2nd Round,Completed,3,Internazionali BNL d'Italia,427,136,83
Shapovalov D.,Martinez P.,2nd Round,Completed,3,Internazionali BNL d'Italia,543,565,83
Schwartzman D.,Millman J.,2nd Round,Completed,3,Internazionali BNL d'Italia,536,597,83
Lajovic D.,Raonic M.,2nd Round,Completed,3,Internazionali BNL d'Italia,339,733,83
Humbert U.,Fognini F.,2nd Round,Completed,3,Internazionali BNL d'Italia,260,282,83
Hurkacz H.,Rublev A.,2nd Round,Completed,3,Internazionali BNL d'Italia,261,768,83
Ruud C.,Sonego L.,2nd Round,Completed,3,Internazionali BNL d'Italia,516,850,83
Musetti L.,Nishikori K.,2nd Round,Completed,3,Internazionali BNL d'Italia,426,660,83
Koepfer D.,Monfils G.,2nd Round,Completed,3,Internazionali BNL d'Italia,305,612,83
Berrettini M.,Travaglia S.,3rd Round,Completed,3,Internazionali BNL d'Italia,53,896,83
Dimitrov G.,Sinner J.,3rd Round,Completed,3,Internazionali BNL d'Italia,145,830,83
Shapovalov D.,Humbert U.,3rd Round,Completed,3,Internazionali BNL d'Italia,543,389,83
Ruud C.,Cilic M.,3rd Round,Completed,3,Internazionali BNL d'Italia,516,158,83
Djokovic N.,Krajinovic F.,3rd Round,Completed,3,Internazionali BNL d'Italia,147,475,83
Koepfer D.,Musetti L.,3rd Round,Completed,3,Internazionali BNL d'Italia,305,634,83
Schwartzman D.,Hurkacz H.,3rd Round,Completed,3,Internazionali BNL d'Italia,536,390,83
Nadal R.,Lajovic D.,3rd Round,Completed,3,Internazionali BNL d'Italia,427,501,83
Ruud C.,Berrettini M.,Quarterfinals,Completed,3,Internazionali BNL d'Italia,516,87,83
Djokovic N.,Koepfer D.,Quarterfinals,Completed,3,Internazionali BNL d'Italia,147,459,83
Shapovalov D.,Dimitrov G.,Quarterfinals,Completed,3,Internazionali BNL d'Italia,543,218,83
Schwartzman D.,Nadal R.,Quarterfinals,Completed,3,Internazionali BNL d'Italia,536,637,83
Djokovic N.,Ruud C.,Semifinals,Completed,3,Internazionali BNL d'Italia,147,772,83
Schwartzman D.,Shapovalov D.,Semifinals,Completed,3,Internazionali BNL d'Italia,536,816,83
Djokovic N.,Schwartzman D.,The Final,Completed,3,Internazionali BNL d'Italia,147,806,83
Cuevas P.,Fritz T.,1st Round,Completed,3,German Tennis Championships,111,286,69
Vesely J.,Simon G.,1st Round,Completed,3,German Tennis Championships,620,827,69
Paul T.,Anderson K.,1st Round,Completed,3,German Tennis Championships,458,23,69
Rublev A.,Sandgren T.,1st Round,Completed,3,German Tennis Championships,512,790,69
Garin C.,Nishikori K.,1st Round,Completed,3,German Tennis Championships,199,660,69
Bautista Agut R.,Basilashvili N.,1st Round,Completed,3,German Tennis Championships,38,64,69
Koepfer D.,Nishioka Y.,1st Round,Completed,3,German Tennis Championships,305,661,69
Hanfmann Y.,Monfils G.,1st Round,Completed,3,German Tennis Championships,243,612,69
Fognini F.,Kohlschreiber P.,1st Round,Completed,3,German Tennis Championships,187,460,69
Auger-Aliassime F.,Sonego L.,1st Round,Completed,3,German Tennis Championships,21,850,69
Bublik A.,Ramos-Vinolas A.,1st Round,Completed,3,German Tennis Championships,76,732,69
Khachanov K.,Struff J.L.,1st Round,Completed,3,German Tennis Championships,291,868,69
Humbert U.,Medvedev D.,1st Round,Completed,3,German Tennis Championships,260,579,69
Lajovic D.,Mannarino A.,1st Round,Completed,3,German Tennis Championships,339,553,69
Ruud C.,Paire B.,1st Round,Retired,3,German Tennis Championships,516,685,69
Tsitsipas S.,Evans D.,1st Round,Completed,3,German Tennis Championships,597,265,69
Garin C.,Hanfmann Y.,2nd Round,Completed,3,German Tennis Championships,199,364,69
Rublev A.,Paul T.,2nd Round,Completed,3,German Tennis Championships,512,690,69
Bublik A.,Auger-Aliassime F.,2nd Round,Completed,3,German Tennis Championships,76,41,69
Bautista Agut R.,Koepfer D.,2nd Round,Completed,3,German Tennis Championships,38,459,69
Lajovic D.,Khachanov K.,2nd Round,Completed,3,German Tennis Championships,339,436,69
Tsitsipas S.,Cuevas P.,2nd Round,Completed,3,German Tennis Championships,597,178,69
Humbert U.,Vesely J.,2nd Round,Completed,3,German Tennis Championships,260,942,69
Ruud C.,Fognini F.,2nd Round,Completed,3,German Tennis Championships,516,282,69
Rublev A.,Bautista Agut R.,Quarterfinals,Completed,3,German Tennis Championships,512,67,69
Tsitsipas S.,Lajovic D.,Quarterfinals,Completed,3,German Tennis Championships,597,501,69
Ruud C.,Humbert U.,Quarterfinals,Completed,3,German Tennis Championships,516,389,69
Garin C.,Bublik A.,Quarterfinals,Completed,3,German Tennis Championships,199,125,69
Rublev A.,Ruud C.,Semifinals,Completed,3,German Tennis Championships,512,772,69
Tsitsipas S.,Garin C.,Semifinals,Completed,3,German Tennis Championships,597,299,69
Rublev A.,Tsitsipas S.,The Final,Completed,3,German Tennis Championships,512,906,69
Bonzi B.,Ruusuvuori E.,1st Round,Completed,5,French Open,63,773,63
Korda S.,Seppi A.,1st Round,Completed,5,French Open,311,809,63
Sinner J.,Goffin D.,1st Round,Completed,5,French Open,549,317,63
Fritz T.,Machac T.,1st Round,Completed,5,French Open,190,545,63
Nishikori K.,Evans D.,1st Round,Completed,5,French Open,437,265,63
Coria F.,Jung J.,1st Round,Completed,5,French Open,104,423,63
Rodionov J.,Chardy J.,1st Round,Completed,5,French Open,504,151,63
Travaglia S.,Andujar P.,1st Round,Completed,5,French Open,592,29,63
Isner J.,Benchetrit E.,1st Round,Completed,5,French Open,265,80,63
Cecchinato M.,De Minaur A.,1st Round,Completed,5,French Open,87,193,63
Gombos N.,Coric B.,1st Round,Completed,5,French Open,216,170,63
Koepfer D.,Hoang A.,1st Round,Completed,5,French Open,305,381,63
Albot R.,Thompson J.,1st Round,Completed,5,French Open,4,886,63
Paire B.,Kwon S.W.,1st Round,Completed,5,French Open,455,495,63
Londero J.I.,Delbonis F.,1st Round,Completed,5,French Open,357,204,63
Wawrinka S.,Murray A.,1st Round,Completed,5,French Open,632,633,63
Schwartzman D.,Kecmanovic M.,1st Round,Completed,5,French Open,536,433,63
Zverev A.,Novak D.,1st Round,Completed,5,French Open,660,664,63
Thiem D.,Cilic M.,1st Round,Completed,5,French Open,586,158,63
Nishioka Y.,Auger-Aliassime F.,1st Round,Completed,5,French Open,438,41,63
Sock J.,Opelka R.,1st Round,Completed,5,French Open,557,678,63
Gaston H.,Janvier M.,1st Round,Completed,5,French Open,201,406,63
Martinez P.,Vukic A.,1st Round,Completed,5,French Open,381,953,63
Herbert P.H.,Mmoh M.,1st Round,Completed,5,French Open,251,605,63
Kukushkin M.,Fognini F.,1st Round,Completed,5,French Open,328,282,63
Sonego L.,Gomez E.,1st Round,Completed,5,French Open,561,324,63
Paul T.,Duckworth J.,1st Round,Completed,5,French Open,458,234,63
Mcdonald M.,Diez S.,1st Round,Completed,5,French Open,389,217,63
Giustino L.,Moutet C.,1st Round,Completed,5,French Open,212,623,63
Vesely J.,Broady L.,1st Round,Completed,5,French Open,620,118,63
Struff J.L.,Tiafoe F.,1st Round,Completed,5,French Open,576,887,63
Pella G.,Caruso S.,1st Round,Completed,5,French Open,463,139,63
Ruud C.,Sugita Y.,1st Round,Completed,5,French Open,516,870,63
Milojevic N.,Krajinovic F.,1st Round,Completed,5,French Open,403,475,63
Bublik A.,Monfils G.,1st Round,Completed,5,French Open,76,612,63
Nadal R.,Gerasimov E.,1st Round,Completed,5,French Open,427,305,63
Bedene A.,Rinderknech A.,1st Round,Completed,5,French Open,43,748,63
Sandgren T.,Hurkacz H.,1st Round,Completed,5,French Open,524,390,63
Galan D.,Norrie C.,1st Round,Completed,5,French Open,194,663,63
Ramos-Vinolas A.,Mannarino A.,1st Round,Completed,5,French Open,487,553,63
Khachanov K.,Majchrzak K.,1st Round,Completed,5,French Open,291,550,63
Altmaier D.,Lopez F.,1st Round,Completed,5,French Open,7,533,63
Fucsovics M.,Medvedev D.,1st Round,Completed,5,French Open,191,579,63
Carreno Busta P.,Millman J.,1st Round,Completed,5,French Open,83,597,63
Harris L.,Popyrin A.,1st Round,Completed,5,French Open,245,710,63
Berrettini M.,Pospisil V.,1st Round,Completed,5,French Open,53,712,63
Garin C.,Kohlschreiber P.,1st Round,Completed,5,French Open,199,460,63
Polmans M.,Humbert U.,1st Round,Completed,5,French Open,470,389,63
Davidovich Fokina A.,Mayot H.,1st Round,Completed,5,French Open,118,573,63
Lajovic D.,Mager G.,1st Round,Completed,5,French Open,339,548,63
Anderson K.,Djere L.,1st Round,Completed,5,French Open,12,219,63
Berankis R.,Dellien H.,1st Round,Completed,5,French Open,48,209,63
Giron M.,Halys Q.,1st Round,Completed,5,French Open,211,361,63
Rublev A.,Querrey S.,1st Round,Completed,5,French Open,512,720,63
Djokovic N.,Ymer M.,1st Round,Completed,5,French Open,147,980,63
Carballes Baena R.,Johnson S.,1st Round,Completed,5,French Open,82,415,63
Balazs A.,Uchiyama Y.,1st Round,Completed,5,French Open,30,911,63
Cuevas P.,Laaksonen H.,1st Round,Completed,5,French Open,111,498,63
Monteiro T.,Basilashvili N.,1st Round,Completed,5,French Open,414,64,63
Tsitsipas S.,Munar J.,1st Round,Completed,5,French Open,597,628,63
Shapovalov D.,Simon G.,1st Round,Completed,5,French Open,543,827,63
Dimitrov G.,Barrere G.,1st Round,Completed,5,French Open,145,58,63
Bautista Agut R.,Gasquet R.,1st Round,Completed,5,French Open,38,301,63
Martin A.,Sousa J.,1st Round,Completed,5,French Open,380,852,63
Korda S.,Isner J.,2nd Round,Completed,5,French Open,311,399,63
Fritz T.,Albot R.,2nd Round,Completed,5,French Open,190,10,63
Wawrinka S.,Koepfer D.,2nd Round,Completed,5,French Open,632,459,63
Gaston H.,Nishioka Y.,2nd Round,Completed,5,French Open,201,661,63
Schwartzman D.,Giustino L.,2nd Round,Completed,5,French Open,536,316,63
Gombos N.,Rodionov J.,2nd Round,Completed,5,French Open,216,756,63
Thiem D.,Sock J.,2nd Round,Completed,5,French Open,586,846,63
Nadal R.,Mcdonald M.,2nd Round,Completed,5,French Open,427,575,63
Martinez P.,Kukushkin M.,2nd Round,Completed,5,French Open,381,486,63
Travaglia S.,Nishikori K.,2nd Round,Completed,5,French Open,592,660,63
Sonego L.,Bublik A.,2nd Round,Completed,5,French Open,561,125,63
Ruud C.,Paul T.,2nd Round,Completed,5,French Open,516,690,63
Coria F.,Paire B.,2nd Round,Completed,5,French Open,104,685,63
Zverev A.,Herbert P.H.,2nd Round,Completed,5,French Open,660,374,63
Cecchinato M.,Londero J.I.,2nd Round,Completed,5,French Open,87,532,63
Sinner J.,Bonzi B.,2nd Round,Completed,5,French Open,549,104,63
Carballes Baena R.,Shapovalov D.,2nd Round,Completed,5,French Open,82,816,63
Fucsovics M.,Ramos-Vinolas A.,2nd Round,Completed,5,French Open,191,732,63
Garin C.,Polmans M.,2nd Round,Completed,5,French Open,199,708,63
Monteiro T.,Giron M.,2nd Round,Completed,5,French Open,414,315,63
Khachanov K.,Vesely J.,2nd Round,Completed,5,French Open,291,942,63
Altmaier D.,Struff J.L.,2nd Round,Completed,5,French Open,7,868,63
Dimitrov G.,Martin A.,2nd Round,Completed,5,French Open,145,563,63
Galan D.,Sandgren T.,2nd Round,Completed,5,French Open,194,790,63
Carreno Busta P.,Pella G.,2nd Round,Completed,5,French Open,83,696,63
Djokovic N.,Berankis R.,2nd Round,Completed,5,French Open,147,82,63
Bedene A.,Milojevic N.,2nd Round,Completed,5,French Open,43,599,63
Tsitsipas S.,Cuevas P.,2nd Round,Completed,5,French Open,597,178,63
Anderson K.,Lajovic D.,2nd Round,Completed,5,French Open,12,501,63
Bautista Agut R.,Balazs A.,2nd Round,Completed,5,French Open,38,52,63
Rublev A.,Davidovich Fokina A.,2nd Round,Completed,5,French Open,512,185,63
Berrettini M.,Harris L.,2nd Round,Completed,5,French Open,53,367,63
Thiem D.,Ruud C.,3rd Round,Completed,5,French Open,586,772,63
Korda S.,Martinez P.,3rd Round,Completed,5,French Open,311,565,63
Sonego L.,Fritz T.,3rd Round,Completed,5,French Open,561,286,63
Gaston H.,Wawrinka S.,3rd Round,Completed,5,French Open,201,962,63
Sinner J.,Coria F.,3rd Round,Completed,5,French Open,549,168,63
Nadal R.,Travaglia S.,3rd Round,Completed,5,French Open,427,896,63
Schwartzman D.,Gombos N.,3rd Round,Completed,5,French Open,536,322,63
Zverev A.,Cecchinato M.,3rd Round,Completed,5,French Open,660,142,63
Altmaier D.,Berrettini M.,3rd Round,Completed,5,French Open,7,87,63
Rublev A.,Anderson K.,3rd Round,Completed,5,French Open,512,23,63
Carreno Busta P.,Bautista Agut R.,3rd Round,Completed,5,French Open,83,67,63
Fucsovics M.,Monteiro T.,3rd Round,Completed,5,French Open,191,616,63
Tsitsipas S.,Bedene A.,3rd Round,Retired,5,French Open,597,72,63
