winner,loser,round,comment,best_of,tournament,winner_id,loser_id,tournament_id
Dimitrov G.,Carballes Baena R.,3rd Round,Retired,5,French Open,145,135,63
Khachanov K.,Garin C.,3rd Round,Completed,5,French Open,291,299,63
Djokovic N.,Galan D.,3rd Round,Completed,5,French Open,147,290,63
Nadal R.,Korda S.,4th Round,Completed,5,French Open,427,467,63
Sinner J.,Zverev A.,4th Round,Completed,5,French Open,549,1007,63
Thiem D.,Gaston H.,4th Round,Completed,5,French Open,586,302,63
Schwartzman D.,Sonego L.,4th Round,Completed,5,French Open,536,850,63
Rublev A.,Fucsovics M.,4th Round,Completed,5,French Open,512,287,63
Tsitsipas S.,Dimitrov G.,4th Round,Completed,5,French Open,597,218,63
Djokovic N.,Khachanov K.,4th Round,Completed,5,French Open,147,436,63
Carreno Busta P.,Altmaier D.,4th Round,Completed,5,French Open,83,17,63
Schwartzman D.,Thiem D.,Quarterfinals,Completed,5,French Open,536,884,63
Nadal R.,Sinner J.,Quarterfinals,Completed,5,French Open,427,830,63
Tsitsipas S.,Rublev A.,Quarterfinals,Completed,5,French Open,597,768,63
Djokovic N.,Carreno Busta P.,Quarterfinals,Completed,5,French Open,147,136,63
Nadal R.,Schwartzman D.,Semifinals,Completed,5,French Open,427,806,63
Djokovic N.,Tsitsipas S.,Semifinals,Completed,5,French Open,147,906,63
Nadal R.,Djokovic N.,The Final,Completed,5,French Open,427,221,63
Otte O.,Struff J.L.,1st Round,Completed,3,bett1HULKS Indoors,452,868,174
Zverev M.,Millman J.,1st Round,Completed,3,bett1HULKS Indoors,661,597,174
Albot R.,Herbert P.H.,1st Round,Completed,3,bett1HULKS Indoors,4,374,174
Hurkacz H.,Polmans M.,1st Round,Completed,3,bett1HULKS Indoors,261,708,174
Johnson S.,Krajinovic F.,1st Round,Completed,3,bett1HULKS Indoors,277,475,174
Novak D.,Thompson J.,1st Round,Completed,3,bett1HULKS Indoors,441,886,174
Laaksonen H.,Altmaier D.,1st Round,Completed,3,bett1HULKS Indoors,337,17,174
Simon G.,Fucsovics M.,1st Round,Completed,3,bett1HULKS Indoors,548,287,174
Davidovich Fokina A.,Ruusuvuori E.,1st Round,Completed,3,bett1HULKS Indoors,118,773,174
Cilic M.,Giron M.,1st Round,Completed,3,bett1HULKS Indoors,97,315,174
Harris L.,Edmund K.,1st Round,Completed,3,bett1HULKS Indoors,245,246,174
Verdasco F.,Murray A.,1st Round,Completed,3,bett1HULKS Indoors,619,633,174
Albot R.,Otte O.,2nd Round,Completed,3,bett1HULKS Indoors,4,681,174
Novak D.,Paire B.,2nd Round,Completed,3,bett1HULKS Indoors,441,685,174
Hurkacz H.,Zverev M.,2nd Round,Completed,3,bett1HULKS Indoors,261,1008,174
Harris L.,Johnson S.,2nd Round,Completed,3,bett1HULKS Indoors,245,415,174
Zverev A.,Verdasco F.,2nd Round,Completed,3,bett1HULKS Indoors,660,940,174
Davidovich Fokina A.,Cilic M.,2nd Round,Completed,3,bett1HULKS Indoors,118,158,174
Auger-Aliassime F.,Laaksonen H.,2nd Round,Completed,3,bett1HULKS Indoors,21,498,174
Bautista Agut R.,Simon G.,2nd Round,Completed,3,bett1HULKS Indoors,38,827,174
Zverev A.,Harris L.,Quarterfinals,Completed,3,bett1HULKS Indoors,660,367,174
Davidovich Fokina A.,Novak D.,Quarterfinals,Completed,3,bett1HULKS Indoors,118,664,174
Auger-Aliassime F.,Albot R.,Quarterfinals,Completed,3,bett1HULKS Indoors,21,10,174
Bautista Agut R.,Hurkacz H.,Quarterfinals,Completed,3,bett1HULKS Indoors,38,390,174
Zverev A.,Davidovich Fokina A.,Semifinals,Completed,3,bett1HULKS Indoors,660,185,174
Auger-Aliassime F.,Bautista Agut R.,Semifinals,Completed,3,bett1HULKS Indoors,21,67,174
Zverev A.,Auger-Aliassime F.,The Final,Completed,3,bett1HULKS Indoors,660,41,174
Vesely J.,Majchrzak K.,1st Round,Completed,3,Forte Village Sardegna Open,620,550,62
Musetti L.,Cuevas P.,1st Round,Completed,3,Forte Village Sardegna Open,426,178,62
Paul T.,Martin A.,1st Round,Completed,3,Forte Village Sardegna Open,458,563,62
Pellegrino A.,Travaglia S.,1st Round,Retired,3,Forte Village Sardegna Open,464,896,62
Andujar P.,Kovalik J.,1st Round,Completed,3,Forte Village Sardegna Open,16,472,62
Delbonis F.,Seppi A.,1st Round,Completed,3,Forte Village Sardegna Open,133,809,62
Carballes Baena R.,Coria F.,1st Round,Completed,3,Forte Village Sardegna Open,82,168,62
Sonego L.,Zeppieri G.,1st Round,Completed,3,Forte Village Sardegna Open,561,996,62
Cecchinato M.,Mager G.,1st Round,Completed,3,Forte Village Sardegna Open,87,548,62
Djere L.,Nagal S.,1st Round,Completed,3,Forte Village Sardegna Open,146,639,62
Hanfmann Y.,Caruso S.,1st Round,Completed,3,Forte Village Sardegna Open,243,139,62
Moutet C.,Tiafoe F.,1st Round,Completed,3,Forte Village Sardegna Open,418,887,62
Vesely J.,Sonego L.,2nd Round,Completed,3,Forte Village Sardegna Open,620,850,62
Delbonis F.,Andujar P.,2nd Round,Completed,3,Forte Village Sardegna Open,133,29,62
Petrovic D.,Carballes Baena R.,2nd Round,Completed,3,Forte Village Sardegna Open,465,135,62
Djere L.,Lajovic D.,2nd Round,Completed,3,Forte Village Sardegna Open,146,501,62
Hanfmann Y.,Ruud C.,2nd Round,Completed,3,Forte Village Sardegna Open,243,772,62
Musetti L.,Pellegrino A.,2nd Round,Completed,3,Forte Village Sardegna Open,426,697,62
Cecchinato M.,Paul T.,2nd Round,Completed,3,Forte Village Sardegna Open,87,690,62
Ramos-Vinolas A.,Moutet C.,2nd Round,Completed,3,Forte Village Sardegna Open,487,623,62
Djere L.,Vesely J.,Quarterfinals,Completed,3,Forte Village Sardegna Open,146,942,62
Musetti L.,Hanfmann Y.,Quarterfinals,Completed,3,Forte Village Sardegna Open,426,364,62
Cecchinato M.,Ramos-Vinolas A.,Quarterfinals,Completed,3,Forte Village Sardegna Open,87,732,62
Petrovic D.,Delbonis F.,Quarterfinals,Completed,3,Forte Village Sardegna Open,465,204,62
Djere L.,Musetti L.,Semifinals,Retired,3,Forte Village Sardegna Open,146,634,62
Cecchinato M.,Petrovic D.,Semifinals,Completed,3,Forte Village Sardegna Open,87,698,62
Djere L.,Cecchinato M.,The Final,Completed,3,Forte Village Sardegna Open,146,142,62
Karatsev A.,Sandgren T.,1st Round,Completed,3,St. Petersburg Open,286,790,149
Norrie C.,Fritz T.,1st Round,Completed,3,St. Petersburg Open,440,286,149
Bublik A.,Mcdonald M.,1st Round,Completed,3,St. Petersburg Open,76,575,149
Donskoy E.,Gerasimov E.,1st Round,Completed,3,St. Petersburg Open,154,305,149
Wawrinka S.,Evans D.,1st Round,Completed,3,St. Petersburg Open,632,265,149
Coric B.,Lopez F.,1st Round,Completed,3,St. Petersburg Open,106,533,149
Ivashka I.,Mannarino A.,1st Round,Completed,3,St. Petersburg Open,268,553,149
Raonic M.,Wolf J.J.,1st Round,Completed,3,St. Petersburg Open,488,971,149
Kecmanovic M.,Kukushkin M.,1st Round,Completed,3,St. Petersburg Open,289,486,149
Khachanov K.,Duckworth J.,1st Round,Completed,3,St. Petersburg Open,291,234,149
Rublev A.,Pospisil V.,1st Round,Completed,3,St. Petersburg Open,512,712,149
Opelka R.,Serdarusic N.,1st Round,Completed,3,St. Petersburg Open,450,810,149
Shapovalov D.,Troicki V.,1st Round,Completed,3,St. Petersburg Open,543,899,149
Safiullin R.,Gomez E.,1st Round,Completed,3,St. Petersburg Open,521,324,149
Humbert U.,Kotov P.,1st Round,Completed,3,St. Petersburg Open,260,470,149
Medvedev D.,Gasquet R.,1st Round,Completed,3,St. Petersburg Open,391,301,149
Norrie C.,Kecmanovic M.,2nd Round,Completed,3,St. Petersburg Open,440,433,149
Wawrinka S.,Donskoy E.,2nd Round,Completed,3,St. Petersburg Open,632,230,149
Shapovalov D.,Ivashka I.,2nd Round,Completed,3,St. Petersburg Open,543,403,149
Coric B.,Safiullin R.,2nd Round,Completed,3,St. Petersburg Open,106,780,149
Rublev A.,Humbert U.,2nd Round,Completed,3,St. Petersburg Open,512,389,149
Opelka R.,Medvedev D.,2nd Round,Completed,3,St. Petersburg Open,450,579,149
Khachanov K.,Karatsev A.,2nd Round,Completed,3,St. Petersburg Open,291,429,149
Raonic M.,Bublik A.,2nd Round,Completed,3,St. Petersburg Open,488,125,149
Rublev A.,Norrie C.,Quarterfinals,Completed,3,St. Petersburg Open,512,663,149
Shapovalov D.,Wawrinka S.,Quarterfinals,Completed,3,St. Petersburg Open,543,962,149
Coric B.,Opelka R.,Quarterfinals,Completed,3,St. Petersburg Open,106,678,149
Raonic M.,Khachanov K.,Quarterfinals,Completed,3,St. Petersburg Open,488,436,149
Rublev A.,Shapovalov D.,Semifinals,Completed,3,St. Petersburg Open,512,816,149
Coric B.,Raonic M.,Semifinals,Completed,3,St. Petersburg Open,106,733,149
Rublev A.,Coric B.,The Final,Completed,3,St. Petersburg Open,512,170,149
Lopez F.,Paul T.,1st Round,Completed,3,European Open,358,690,60
Tiafoe F.,Lajovic D.,1st Round,Completed,3,European Open,588,501,60
Humbert U.,Coppejans K.,1st Round,Completed,3,European Open,260,167,60
Evans D.,Caruso S.,1st Round,Completed,3,European Open,176,139,60
Norrie C.,Ruusuvuori E.,1st Round,Completed,3,European Open,440,773,60
Giron M.,Nardi L.,1st Round,Completed,3,European Open,211,645,60
Andujar P.,Coria F.,1st Round,Completed,3,European Open,16,168,60
Harris L.,Moutet C.,1st Round,Completed,3,European Open,245,623,60
De Minaur A.,Gasquet R.,1st Round,Completed,3,European Open,125,301,60
Bergs Z.,Ramos-Vinolas A.,1st Round,Completed,3,European Open,50,732,60
Raonic M.,Bedene A.,1st Round,Completed,3,European Open,488,72,60
Fritz T.,Opelka R.,1st Round,Completed,3,European Open,190,678,60
Humbert U.,Carreno Busta P.,2nd Round,Completed,3,European Open,260,136,60
Evans D.,Tiafoe F.,2nd Round,Completed,3,European Open,176,887,60
Dimitrov G.,Andujar P.,2nd Round,Completed,3,European Open,145,29,60
De Minaur A.,Lopez F.,2nd Round,Completed,3,European Open,125,533,60
Raonic M.,Norrie C.,2nd Round,Completed,3,European Open,488,663,60
Harris L.,Fritz T.,2nd Round,Completed,3,European Open,245,286,60
Khachanov K.,Bergs Z.,2nd Round,Completed,3,European Open,291,84,60
Giron M.,Goffin D.,2nd Round,Completed,3,European Open,211,317,60
Humbert U.,Harris L.,Quarterfinals,Completed,3,European Open,260,367,60
Evans D.,Khachanov K.,Quarterfinals,Completed,3,European Open,176,436,60
De Minaur A.,Giron M.,Quarterfinals,Completed,3,European Open,125,315,60
Dimitrov G.,Raonic M.,Quarterfinals,Retired,3,European Open,145,733,60
Humbert U.,Evans D.,Semifinals,Completed,3,European Open,260,265,60
De Minaur A.,Dimitrov G.,Semifinals,Completed,3,European Open,125,218,60
Humbert U.,De Minaur A.,The Final,Completed,3,European Open,260,193,60
Simon G.,Thompson J.,1st Round,Completed,3,bett1HULKS Championship,548,886,173
Kecmanovic M.,Nagal S.,1st Round,Completed,3,bett1HULKS Championship,289,639,173
Nishioka Y.,Edmund K.,1st Round,Completed,3,bett1HULKS Championship,438,246,173
Gerasimov E.,Altmaier D.,1st Round,Completed,3,bett1HULKS Championship,203,17,173
Mannarino A.,Popyrin A.,1st Round,Completed,3,bett1HULKS Championship,373,710,173
Johnson S.,Cilic M.,1st Round,Completed,3,bett1HULKS Championship,277,158,173
Davidovich Fokina A.,Dzumhur D.,1st Round,Completed,3,bett1HULKS Championship,118,240,173
Herbert P.H.,Sandgren T.,1st Round,Completed,3,bett1HULKS Championship,251,790,173
Sinner J.,Duckworth J.,1st Round,Completed,3,bett1HULKS Championship,549,234,173
Otte O.,Novak D.,1st Round,Completed,3,bett1HULKS Championship,452,664,173
Millman J.,Verdasco F.,1st Round,Completed,3,bett1HULKS Championship,401,940,173
Struff J.L.,Cecchinato M.,1st Round,Completed,3,bett1HULKS Championship,576,142,173
Mannarino A.,Kecmanovic M.,2nd Round,Completed,3,bett1HULKS Championship,373,433,173
Davidovich Fokina A.,Johnson S.,2nd Round,Completed,3,bett1HULKS Championship,118,415,173
Zverev A.,Millman J.,2nd Round,Completed,3,bett1HULKS Championship,660,597,173
Auger-Aliassime F.,Gerasimov E.,2nd Round,Completed,3,bett1HULKS Championship,21,305,173
Sinner J.,Herbert P.H.,2nd Round,Completed,3,bett1HULKS Championship,549,374,173
Simon G.,Shapovalov D.,2nd Round,Completed,3,bett1HULKS Championship,548,816,173
Schwartzman D.,Otte O.,2nd Round,Completed,3,bett1HULKS Championship,536,681,173
Nishioka Y.,Struff J.L.,2nd Round,Completed,3,bett1HULKS Championship,438,868,173
Sinner J.,Simon G.,Quarterfinals,Completed,3,bett1HULKS Championship,549,827,173
Schwartzman D.,Davidovich Fokina A.,Quarterfinals,Completed,3,bett1HULKS Championship,536,185,173
Zverev A.,Mannarino A.,Quarterfinals,Completed,3,bett1HULKS Championship,660,553,173
Auger-Aliassime F.,Nishioka Y.,Quarterfinals,Completed,3,bett1HULKS Championship,21,661,173
Zverev A.,Sinner J.,Semifinals,Completed,3,bett1HULKS Championship,660,830,173
Schwartzman D.,Auger-Aliassime F.,Semifinals,Completed,3,bett1HULKS Championship,536,41,173
Zverev A.,Schwartzman D.,The Final,Completed,3,bett1HULKS Championship,660,806,173
Albot R.,Popko D.,1st Round,Completed,3,Astana Open,4,709,18
Verdasco F.,Duckworth J.,1st Round,Completed,3,Astana Open,619,234,18
Paul T.,Travaglia S.,1st Round,Completed,3,Astana Open,458,896,18
Tiafoe F.,Moutet C.,1st Round,Completed,3,Astana Open,588,623,18
Thompson J.,Norrie C.,1st Round,Completed,3,Astana Open,587,663,18
Vesely J.,Sandgren T.,1st Round,Completed,3,Astana Open,620,790,18
Sugita Y.,Dzumhur D.,1st Round,Completed,3,Astana Open,577,240,18
Gerasimov E.,Harris L.,1st Round,Completed,3,Astana Open,203,367,18
Ruusuvuori E.,Skatov T.,1st Round,Completed,3,Astana Open,517,834,18
Seppi A.,Karatsev A.,1st Round,Completed,3,Astana Open,538,429,18
Kukushkin M.,Delbonis F.,1st Round,Completed,3,Astana Open,328,204,18
Mcdonald M.,Bublik A.,1st Round,Completed,3,Astana Open,389,125,18
Paul T.,Albot R.,2nd Round,Completed,3,Astana Open,458,10,18
Tiafoe F.,Kecmanovic M.,2nd Round,Completed,3,Astana Open,588,433,18
Gerasimov E.,Vesely J.,2nd Round,Completed,3,Astana Open,203,942,18
Millman J.,Verdasco F.,2nd Round,Completed,3,Astana Open,401,940,18
Ruusuvuori E.,Thompson J.,2nd Round,Completed,3,Astana Open,517,886,18
Mannarino A.,Sugita Y.,2nd Round,Completed,3,Astana Open,373,870,18
Mcdonald M.,Seppi A.,2nd Round,Completed,3,Astana Open,389,809,18
Kukushkin M.,Paire B.,2nd Round,Completed,3,Astana Open,328,685,18
Tiafoe F.,Gerasimov E.,Quarterfinals,Completed,3,Astana Open,588,305,18
Millman J.,Paul T.,Quarterfinals,Completed,3,Astana Open,401,690,18
Mannarino A.,Mcdonald M.,Quarterfinals,Completed,3,Astana Open,373,575,18
Ruusuvuori E.,Kukushkin M.,Quarterfinals,Completed,3,Astana Open,517,486,18
Millman J.,Tiafoe F.,Semifinals,Completed,3,Astana Open,401,887,18
Mannarino A.,Ruusuvuori E.,Semifinals,Completed,3,Astana Open,373,773,18
Millman J.,Mannarino A.,The Final,Completed,3,Astana Open,401,553,18
Coric B.,Fritz T.,1st Round,Completed,3,Erste Bank Open,106,286,58
Anderson K.,Novak D.,1st Round,Completed,3,Erste Bank Open,12,664,58
Carreno Busta P.,Monfils G.,1st Round,Retired,3,Erste Bank Open,83,612,58
Rublev A.,Gombos N.,1st Round,Completed,3,Erste Bank Open,512,322,58
Rodionov J.,Shapovalov D.,1st Round,Completed,3,Erste Bank Open,504,816,58
Dimitrov G.,Khachanov K.,1st Round,Completed,3,Erste Bank Open,145,436,58
Hurkacz H.,Balazs A.,1st Round,Completed,3,Erste Bank Open,261,52,58
Djokovic N.,Krajinovic F.,1st Round,Completed,3,Erste Bank Open,147,475,58
Evans D.,Bedene A.,1st Round,Retired,3,Erste Bank Open,176,72,58
Sonego L.,Lajovic D.,1st Round,Completed,3,Erste Bank Open,561,501,58
Thiem D.,Sachko V.,1st Round,Completed,3,Erste Bank Open,586,777,58
Garin C.,Wawrinka S.,1st Round,Completed,3,Erste Bank Open,199,962,58
Medvedev D.,Jung J.,1st Round,Completed,3,Erste Bank Open,391,423,58
Sinner J.,Ruud C.,1st Round,Completed,3,Erste Bank Open,549,772,58
Tsitsipas S.,Struff J.L.,1st Round,Completed,3,Erste Bank Open,597,868,58
Pospisil V.,Auger-Aliassime F.,1st Round,Completed,3,Erste Bank Open,473,41,58
Djokovic N.,Coric B.,2nd Round,Completed,3,Erste Bank Open,147,170,58
Anderson K.,Carreno Busta P.,2nd Round,Completed,3,Erste Bank Open,12,136,58
Evans D.,Rodionov J.,2nd Round,Completed,3,Erste Bank Open,176,756,58
Sonego L.,Hurkacz H.,2nd Round,Completed,3,Erste Bank Open,561,390,58
Medvedev D.,Pospisil V.,2nd Round,Completed,3,Erste Bank Open,391,712,58
Rublev A.,Sinner J.,2nd Round,Retired,3,Erste Bank Open,512,830,58
Thiem D.,Garin C.,2nd Round,Completed,3,Erste Bank Open,586,299,58
Dimitrov G.,Tsitsipas S.,2nd Round,Completed,3,Erste Bank Open,145,906,58
Anderson K.,Medvedev D.,Quarterfinals,Completed,3,Erste Bank Open,12,579,58
Rublev A.,Thiem D.,Quarterfinals,Completed,3,Erste Bank Open,512,884,58
Sonego L.,Djokovic N.,Quarterfinals,Completed,3,Erste Bank Open,561,221,58
Evans D.,Dimitrov G.,Quarterfinals,Completed,3,Erste Bank Open,176,218,58
Rublev A.,Anderson K.,Semifinals,Retired,3,Erste Bank Open,512,23,58
Sonego L.,Evans D.,Semifinals,Completed,3,Erste Bank Open,561,265,58
Rublev A.,Sonego L.,The Final,Completed,3,Erste Bank Open,512,850,58
Coric B.,Fucsovics M.,1st Round,Completed,3,BNP Paribas Masters,106,287,26
Albot R.,Hurkacz H.,1st Round,Completed,3,BNP Paribas Masters,4,390,26
Lopez F.,Krajinovic F.,1st Round,Completed,3,BNP Paribas Masters,358,475,26
Giron M.,Ramos-Vinolas A.,1st Round,Completed,3,BNP Paribas Masters,211,732,26
Moutet C.,Caruso S.,1st Round,Completed,3,BNP Paribas Masters,418,139,26
Thompson J.,Delbonis F.,1st Round,Completed,3,BNP Paribas Masters,587,204,26
Gombos N.,Cecchinato M.,1st Round,Completed,3,BNP Paribas Masters,216,142,26
Struff J.L.,Basilashvili N.,1st Round,Completed,3,BNP Paribas Masters,576,64,26
Humbert U.,Ruud C.,1st Round,Completed,3,BNP Paribas Masters,260,772,26
De Minaur A.,Travaglia S.,1st Round,Completed,3,BNP Paribas Masters,125,896,26
Bonzi B.,Coria F.,1st Round,Completed,3,BNP Paribas Masters,63,168,26
Cilic M.,Auger-Aliassime F.,1st Round,Completed,3,BNP Paribas Masters,97,41,26
Davidovich Fokina A.,Khachanov K.,1st Round,Completed,3,BNP Paribas Masters,118,436,26
Carreno Busta P.,Gaston H.,1st Round,Completed,3,BNP Paribas Masters,83,302,26
Nishioka Y.,Andujar P.,1st Round,Completed,3,BNP Paribas Masters,438,29,26
Raonic M.,Bedene A.,1st Round,Completed,3,BNP Paribas Masters,488,72,26
Wawrinka S.,Evans D.,1st Round,Completed,3,BNP Paribas Masters,632,265,26
Anderson K.,Djere L.,1st Round,Retired,3,BNP Paribas Masters,12,219,26
Gasquet R.,Fritz T.,1st Round,Completed,3,BNP Paribas Masters,200,286,26
Herbert P.H.,Sandgren T.,1st Round,Completed,3,BNP Paribas Masters,251,790,26
Sonego L.,Bublik A.,1st Round,Completed,3,BNP Paribas Masters,561,125,26
Paul T.,Simon G.,1st Round,Completed,3,BNP Paribas Masters,458,827,26
Mannarino A.,Lajovic D.,1st Round,Completed,3,BNP Paribas Masters,373,501,26
Kecmanovic M.,Millman J.,1st Round,Completed,3,BNP Paribas Masters,289,597,26
Gombos N.,Goffin D.,2nd Round,Completed,3,BNP Paribas Masters,216,317,26
Cilic M.,Moutet C.,2nd Round,Walkover,3,BNP Paribas Masters,97,623,26
Carreno Busta P.,Struff J.L.,2nd Round,Completed,3,BNP Paribas Masters,83,868,26
Humbert U.,Tsitsipas S.,2nd Round,Completed,3,BNP Paribas Masters,260,906,26
Giron M.,Berrettini M.,2nd Round,Completed,3,BNP Paribas Masters,211,87,26
Medvedev D.,Anderson K.,2nd Round,Retired,3,BNP Paribas Masters,391,23,26
Davidovich Fokina A.,Bonzi B.,2nd Round,Completed,3,BNP Paribas Masters,118,104,26
Schwartzman D.,Gasquet R.,2nd Round,Completed,3,BNP Paribas Masters,536,301,26
Mannarino A.,Nishioka Y.,2nd Round,Completed,3,BNP Paribas Masters,373,661,26
Raonic M.,Herbert P.H.,2nd Round,Completed,3,BNP Paribas Masters,488,374,26
De Minaur A.,Sonego L.,2nd Round,Completed,3,BNP Paribas Masters,125,850,26
Zverev A.,Kecmanovic M.,2nd Round,Completed,3,BNP Paribas Masters,660,433,26
Thompson J.,Coric B.,2nd Round,Completed,3,BNP Paribas Masters,587,170,26
Nadal R.,Lopez F.,2nd Round,Completed,3,BNP Paribas Masters,427,533,26
Rublev A.,Albot R.,2nd Round,Completed,3,BNP Paribas Masters,512,10,26
Wawrinka S.,Paul T.,2nd Round,Completed,3,BNP Paribas Masters,632,690,26
Schwartzman D.,Davidovich Fokina A.,3rd Round,Completed,3,BNP Paribas Masters,536,185,26
